,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F00000ZOT1,Allianz Europe Mid Cap Equity AT EUR,EUR,52.8.LU1505875226,Allianz Global Investors Fund - Allianz Europe Mid Cap Equity AT EUR,139.49,4,4,,Europe Mid-Cap Equity,0.0,0.99,1.53,5.0,6.59,19.02,12.76,33.61,9.66,,,5.0,2.12,0.0,0.05,,,3.42,,68374116.0,6,9555.95861,2,1.64,0.88,92.54,16.66,0.58,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0GBR04DZU,BNP Paribas Funds Euro Mid CapC C,EUR,52.8.LU0066794719,BNP Paribas Funds Euro Mid CapClassic Capitalisation,946.85,2,5,,Europe Mid-Cap Equity,0.0,-0.24,0.65,3.0,7.68,13.51,10.2,23.46,3.95,5.96,8.39,3.0,1.97,0.0,0.15,,,3.75,,29715899.0,2,10059.28489,3,-3.99,0.91,92.76,17.6,0.25,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000WNYB,Candriam Eqs L Europe S\u0026M Cp I EUR Cap,EUR,52.8.LU1293438690,Candriam Equities L Europe Small \u0026 Mid Caps Class I EUR Cap,2698.01,4,4,,Europe Mid-Cap Equity,0.0,-0.04,0.79,2.54,9.26,22.67,17.29,41.14,12.92,13.97,,0.0,0.8,1.86,0.24,,,5.5,,167092969.0,6,3426.77586,3,3.98,0.96,96.37,17.8,0.72,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04F8U,Carmignac Euro-Entrepreneurs A EUR Acc,EUR,52.8.FR0010149112,Carmignac Euro-Entrepreneurs A EUR Acc,467.09,3,3,,Europe Mid-Cap Equity,0.0,0.02,1.35,1.92,6.91,17.33,10.43,35.75,8.51,10.78,10.44,4.0,2.1,0.57,0.1,,,7.42,,172010064.0,6,3591.1030100000003,5,-1.89,1.14,91.83,22.43,0.4,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QHNM,Barings European Opps A EUR Acc,EUR,52.8.IE00BDSTXR76,Barings Investment Funds PLC - Barings European Opportunities Fund - Class A EUR Acc,19.95583,2,4,,Europe Mid-Cap Equity,0.0,0.03,-0.01,4.15,6.94,21.83,15.09,37.25,7.42,8.87,,5.0,1.95,0.0,0.24,,,7.67,,525602.0,6,3891.3376299999995,4,-1.35,1.02,96.9,18.7,0.43,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QHNQ,Barings European Opps I EUR Acc,EUR,52.8.IE00BDSTY523,Barings Investment Funds PLC - Barings European Opportunities Fund - Class I EUR Acc,21.31759,3,4,,Europe Mid-Cap Equity,0.0,0.04,0.0,4.24,7.18,22.37,15.54,38.52,8.43,9.86,,0.0,1.0,0.0,0.24,,,7.67,,525602.0,6,3891.3376299999995,4,-0.41,1.02,96.89,18.73,0.48,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04M0F,Comgest Growth Eurp Smlr Coms EUR Acc,EUR,52.8.IE0004766014,Comgest Growth Europe Smaller Companies EUR Acc,47.62,5,3,4.0,Europe Mid-Cap Equity,0.0,-0.42,1.1,-0.67,6.89,10.18,7.42,26.92,13.08,16.56,15.73,4.0,1.57,0.0,0.12,,,9.0,,936929724.0,6,4532.0568299999995,2,6.2,0.81,77.0,17.67,0.77,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F0GBR069TA,DWS Invest European Small Cap LC,EUR,52.8.LU0236146774,DWS Invest European Small Cap LC,353.18,3,3,,Europe Mid-Cap Equity,0.0,0.84,0.43,2.79,8.32,28.75,19.62,55.23,11.18,12.46,11.61,5.0,1.66,,0.28,,,12.17,,101921068.0,5,3239.23577,5,0.58,1.24,95.96,23.37,0.53,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04LG0,AXAWF Fram Europe Small Cap A Cap EUR,EUR,52.8.LU0125741180,AXA World Funds - Framlington Europe Small Cap A Capitalisation EUR,204.68,3,3,3.0,Europe Mid-Cap Equity,0.0,0.93,0.31,4.06,6.86,12.8,7.45,28.34,5.01,7.55,10.03,5.5,2.02,0.0,0.16,,,12.67,,529349589.0,6,2946.0616800000003,2,-2.73,0.87,91.98,16.99,0.31,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000L7N,BNP Paribas Europe Small Cap Cl C,EUR,52.8.LU0212178916,BNP Paribas Funds Europe Small Cap Classic Capitalisation,279.77,3,5,,Europe Mid-Cap Equity,0.0,-0.26,0.59,0.27,6.86,16.11,11.83,26.14,6.33,8.21,11.32,3.0,2.22,0.0,0.13,,,13.0,,1145361862.0,5,3257.88269,3,-2.39,0.97,95.16,18.37,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0000110I4,DNCA Europe Smaller Coms N/A EUR,EUR,52.8.LU0980611262,Natixis International Funds (Lux) I - DNCA Europe Smaller Companies Fund N/A (EUR),139.39,3,4,2.0,Europe Mid-Cap Equity,0.0,-0.09,0.75,3.94,12.09,22.29,16.26,41.18,10.0,,,4.0,1.25,0.0,-0.07,,,13.0,,144421305.0,6,3452.1876899999997,3,1.2,0.95,94.9,18.3,0.55,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04AUS,DNCA Europe Smaller Coms I/A EUR,EUR,52.8.LU0095827381,Natixis International Funds (Lux) I - DNCA Europe Smaller Companies Fund I/A (EUR),245.26,4,4,2.0,Europe Mid-Cap Equity,0.0,-0.09,0.76,3.94,12.1,22.32,16.28,41.25,10.04,11.26,11.87,4.0,1.21,0.0,-0.07,,,13.0,,144421305.0,6,3452.1876899999997,3,1.23,0.95,94.9,18.3,0.55,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000V2ZU,MFS Meridian European Smlr Coms C1 USD,USD,52.8.LU1123739341,MFS Meridian Funds - European Smaller Companies Fund C1 USD,17.14,2,4,,Europe Mid-Cap Equity,0.0,-0.06,0.18,4.32,9.03,15.97,10.51,38.34,8.39,9.58,,0.0,2.72,0.0,0.1,,,19.58,,478360454.0,6,3941.5821899999996,1,-0.26,0.84,95.22,15.53,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QBOB,MFS Meridian European Smlr Coms I1 USD,USD,52.8.LU0944406619,MFS Meridian Funds - European Smaller Companies Fund I1 USD,21.97,3,4,,Europe Mid-Cap Equity,0.0,-0.05,0.23,4.47,9.52,16.99,11.41,40.83,10.3,11.5,,0.0,0.98,0.0,0.1,,,19.58,,478360454.0,6,3941.5821899999996,1,1.48,0.84,95.23,15.54,0.58,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04UGX,MFS Meridian European Smlr Coms A1 EUR,EUR,52.8.LU0125944966,MFS Meridian Funds - European Smaller Companies Fund A1 EUR,77.88,4,4,,Europe Mid-Cap Equity,0.0,0.46,0.46,4.58,8.03,16.24,11.9,30.1,8.25,8.78,11.9,6.0,1.97,0.0,0.1,,,19.58,,478360454.0,6,3941.5821899999996,1,0.5,0.86,95.52,15.8,0.52,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04IEZ,Templeton Eurp Sm-Mid Cap A(acc)EUR,EUR,52.8.LU0138075311,Templeton European Small-Mid Cap Fund A(acc)EUR,38.41,1,4,,Europe Small-Cap Equity,0.0,0.71,0.34,4.15,6.72,22.75,18.26,36.84,-1.45,1.94,6.56,5.75,1.89,,0.56,,,0.33,,88241968.0,5,2086.44164,5,-11.07,1.2,90.96,25.1,0.03,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04ABX,Invesco Pan European Sm Cp Eq A EUR Acc,EUR,52.8.LU0028119013,Invesco Funds - Invesco Pan European Small Cap Equity Fund A Accumulation EUR,32.56,2,3,,Europe Small-Cap Equity,0.0,0.71,0.31,4.29,6.23,26.59,18.88,61.59,8.22,9.11,9.84,5.0,2.09,0.0,1.15,,,1.08,,78465818.0,8,1462.21398,3,-1.37,1.05,92.08,21.68,0.41,1,1,1,1,1,1,3,1,3,3.0,2.0,False
FOGBR05KLS,Fidelity European Smlr Coms A-Acc-EUR,EUR,52.8.LU0261951528,Fidelity Funds - European Smaller Companies Fund A-Acc-EUR,32.44,3,3,,Europe Small-Cap Equity,0.0,0.71,0.37,5.53,10.68,27.37,21.63,56.26,10.14,12.63,11.19,5.25,1.93,0.0,-0.34,,,1.42,,1351816866.0,5,1761.1724,4,0.52,1.07,97.35,21.6,0.51,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000001ATM,Fidelity European Smlr Coms Y-Acc-EUR,EUR,52.8.LU0346388456,Fidelity Funds - European Smaller Companies Fund Y-Acc-EUR,36.76,4,3,,Europe Small-Cap Equity,0.0,0.71,0.38,5.6,10.92,27.91,22.13,57.57,11.08,13.58,12.08,0.0,1.08,0.0,-0.34,,,1.42,,1351816866.0,5,1761.1724,4,1.35,1.08,97.35,21.64,0.55,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000002NYU,Threadneedle (Lux) Pan Eurp SmCp Opps IE,EUR,52.8.LU0329573587,Threadneedle (Lux) - Pan European Small Cap Opportunities Class IE (EUR Accumulation Shares),72.039,4,3,,Europe Small-Cap Equity,0.0,-0.11,-0.18,1.69,6.76,18.18,11.28,36.01,13.13,14.81,,0.0,1.09,0.0,0.24,,,2.17,,857153579.0,6,2338.88357,2,5.54,0.85,90.18,17.91,0.76,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0000009KK,Threadneedle (Lux) Pan Eurp SmCp Opps AE,EUR,52.8.LU0282719219,Threadneedle (Lux) - Pan European Small Cap Opportunities Class AE (EUR Accumulation Shares),57.2522,5,3,,Europe Small-Cap Equity,0.0,-0.11,-0.2,1.62,6.55,17.74,10.91,35.0,12.29,13.95,13.89,5.0,1.84,0.0,0.24,,,2.17,,857153579.0,6,2338.88357,2,4.79,0.85,90.16,17.9,0.71,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04SFG,MSMM European Small Cap A,EUR,52.8.IE0004307934,"Multi-Style, Multi-Manager Funds plc - The European Small Cap Fund A",3736.37,2,3,,Europe Small-Cap Equity,0.0,-0.17,-0.06,0.54,9.39,24.04,18.01,43.01,5.45,8.54,9.26,5.0,2.13,0.0,0.59,,,2.25,,53230472.0,5,2464.4904300000003,4,-3.74,1.05,98.54,20.81,0.31,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000LX1M,Kempen (Lux) Sustainable Eurp Sm-Cp A,EUR,52.8.LU0427934343,Kempen International Funds - Kempen (Lux) Sustainable European Small-Cap Fund Class A,33.05,1,4,,Europe Small-Cap Equity,0.0,0.09,-0.69,1.63,9.36,21.78,16.99,37.36,5.56,6.55,,0.0,1.75,0.0,0.1,,,2.5,,110149652.0,5,2218.85928,3,-3.49,1.03,95.31,20.99,0.31,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000XK81,Kempen (Lux) Sustainable Eurp Sm-Cp AN,EUR,52.8.LU0927663814,Kempen International Funds - Kempen (Lux) Sustainable European Small-Cap Fund Class AN,35.51,2,4,,Europe Small-Cap Equity,0.0,0.08,-0.67,1.69,9.56,22.2,17.35,38.39,6.34,,,0.0,1.0,0.0,0.1,,,2.5,,110149652.0,5,2218.85928,3,-2.77,1.03,95.28,21.0,0.35,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04EAC,ASI European Smaller Companies A Acc,GBX,52.8.GB00B0XWN473,ASI European Smaller Companies Fund A Acc,2444.34,4,3,,Europe Small-Cap Equity,0.0,0.69,1.42,6.05,13.8,16.09,12.24,39.91,13.31,18.45,10.59,0.0,1.36,0.0,0.04,,,2.92,,81609849.0,6,2969.3041,2,6.13,0.87,86.09,18.88,0.76,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000P8DK,ASI European Smaller Companies I Acc,GBX,52.8.GB00B0XWN580,ASI European Smaller Companies Fund I Acc,304.24,5,3,,Europe Small-Cap Equity,0.23365,0.69,1.43,6.09,13.93,16.35,12.46,40.54,13.88,19.17,11.23,0.0,0.87,0.0,0.04,,,2.92,,81609849.0,6,2969.3041,2,6.63,0.87,86.07,18.88,0.79,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F0000044E6,Montanaro European Smlr Companies Acc €,EUR,52.8.IE00B411W698,Montanaro European Smaller Companies Fund EUR Acc,8.344,3,4,3.0,Europe Small-Cap Equity,0.0,0.88,0.25,6.33,8.17,19.18,11.88,39.32,12.41,12.57,10.77,0.0,1.59,1.64,1.16,,,2.92,,435004759.0,6,3260.79454,1,5.28,0.8,88.6,16.87,0.75,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000Q486,Montanaro European Smlr Comp Instl € Acc,EUR,52.8.IE00BBT35564,Montanaro European Smaller Companies Fund Institutional EUR Acc,9.272,4,4,,Europe Small-Cap Equity,0.0,0.88,0.26,6.42,8.43,20.21,12.37,42.3,14.06,14.18,,0.0,0.59,0.0,1.16,,,2.92,,435004759.0,6,3260.79454,2,6.68,0.81,88.4,17.34,0.83,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000ZS1K,Berenberg European Small Cap B,EUR,52.8.LU1637619476,Berenberg European Small Cap B,190.36,5,2,,Europe Small-Cap Equity,0.0,0.3,0.15,2.6,11.32,25.96,17.16,51.01,19.5,,,0.0,0.24,0.0,0.23,,,3.67,,673783338.0,9,1698.74791,3,10.19,0.99,86.05,21.6,0.92,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZF2V,Wellington Pan Eurp Sm Cp Eq D EUR AccUh,EUR,52.8.IE00BF426860,Wellington Pan European Small Cap Equity Fund D EUR Accumulating Unhedged,15.5245,4,4,,Europe Small-Cap Equity,0.0,1.0,0.67,5.79,7.43,21.23,14.84,42.44,12.32,,,5.0,1.7,0.0,0.84,,,3.75,,86568937.0,6,2639.9976699999997,2,3.95,0.84,89.97,17.75,0.67,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000ZBNA,Allianz SelS\u0026MCpEqAllianzStratPME-ETIAT€,EUR,52.8.LU1505875739,Allianz Global Investors Fund - Allianz Selection Small and Mid Cap Equity Allianz Stratégies PME-ET,134.76,2,2,,Europe Small-Cap Equity,0.0,-0.23,0.01,1.83,7.62,17.98,12.37,43.82,7.55,,,5.0,3.04,0.0,0.0,,,3.92,,142763113.0,9,867.26719,4,-1.21,1.04,87.88,22.72,0.4,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000YF5K,Liontrust GF EurpSmlrComs A3 Acc €,EUR,52.8.IE00BYXLK632,Liontrust GF European Smaller Companies Fund A3 Acc EUR,15.1937,3,3,3.0,Europe Small-Cap Equity,0.0,0.21,0.59,5.43,15.87,24.27,20.02,52.34,10.72,,,5.0,1.25,0.0,0.22,0.0,,4.33,,10488247.0,5,2024.2224399999998,4,0.83,1.15,91.47,23.72,0.51,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F00000YCY2,Digital Stars Europe Smlr Coms EUR Acc,EUR,52.8.LU1506569588,Digital Funds Stars Europe Smaller Companies EUR Acc,206.09,4,2,,Europe Small-Cap Equity,0.0,-0.33,-0.97,2.4,12.48,28.04,18.3,60.42,13.19,,,5.0,2.02,3.65,0.88,,,4.5,,8422745.0,9,934.88689,3,4.87,0.96,90.18,20.69,0.68,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YCGU,UBAM Europe Small Cap Equity AC EUR,EUR,52.8.LU1509917735,UBAM - Europe Small Cap Equity AC EUR,164.71,3,4,,Europe Small-Cap Equity,0.0,-0.18,0.39,1.92,7.6,22.73,14.21,45.89,9.21,,,0.0,2.19,0.0,0.16,,,4.5,,86374845.0,6,2177.72443,3,0.02,1.04,95.58,21.01,0.48,1,1,1,1,1,1,3,1,2,2.0,2.0,False
F0000043SB,Allianz Europe Small Cap Equity AT EUR,EUR,52.8.LU0293315296,Allianz Global Investors Fund - Allianz Europe Small Cap Equity AT EUR,351.86,2,3,,Europe Small-Cap Equity,0.0,0.59,0.79,3.08,4.83,18.35,12.16,36.79,6.38,8.86,9.73,5.0,2.1,0.0,0.04,,,5.17,,488283424.0,6,3828.7904700000004,3,-2.56,1.05,94.36,21.31,0.36,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F0000043SC,Allianz Europe Small Cap Equity IT EUR,EUR,52.8.LU0293315965,Allianz Global Investors Fund - Allianz Europe Small Cap Equity IT EUR,3955.77,3,3,,Europe Small-Cap Equity,0.0,0.59,0.81,3.17,5.09,18.94,12.66,38.18,7.45,9.96,10.84,2.0,1.09,0.0,0.04,,,5.17,,488283424.0,6,3828.7904700000004,3,-1.56,1.05,94.37,21.33,0.4,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F00000WMBE,Lazard Pan-European Small Cap B Acc EUR,EUR,52.8.IE00BYQF5J06,Lazard Pan-European Small Cap Fund B Acc EUR,160.1179,3,3,,Europe Small-Cap Equity,0.0,0.05,0.1,3.11,12.07,26.84,18.96,48.2,8.39,,,5.0,1.7,0.0,0.21,,,5.25,,82306672.0,6,2349.97667,3,-0.48,0.99,96.43,19.83,0.46,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000002TD6,T. Rowe Price Eurp Smlr Cm Eq A EUR,EUR,52.8.LU0382931250,T. Rowe Price Funds SICAV - European Smaller Companies Equity Fund A EUR,71.29,4,3,,Europe Small-Cap Equity,0.0,0.35,0.65,4.16,3.38,19.84,11.36,46.03,9.03,13.49,13.03,5.0,1.77,0.0,0.29,,,5.42,,187173428.0,6,2340.8286,2,1.26,0.89,85.17,19.33,0.5,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04S9C,M&G Pan Eurp Sel Smllr Coms GBP A Acc,GBX,52.8.GB0030929631,M&G Investment Funds (1) - M&G Pan European Select Smaller Companies Fund Sterling A Acc,524.57,2,2,,Europe Small-Cap Equity,0.0,0.22,0.87,5.02,9.85,20.58,13.36,50.56,5.71,10.32,9.28,0.0,1.34,0.0,0.06,,,5.5,,147085870.0,6,2096.75138,3,-2.56,1.03,93.9,21.16,0.35,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000OOBN,M&G Pan Eurp Sel Smllr Coms GBP I Acc,GBX,52.8.GB00B7J8PS69,M&G Investment Funds (1) - M&G Pan European Select Smaller Companies Fund Sterling I Acc,2932.14,3,2,,Europe Small-Cap Equity,0.25389,0.22,0.88,5.05,9.96,20.84,13.58,51.27,6.33,11.04,9.93,0.0,0.85,0.0,0.06,,,5.5,,147085870.0,6,2096.75138,3,-1.98,1.03,93.91,21.16,0.38,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000002ILB,Mirabaud - Discovery Europe A EUR Acc,EUR,52.8.LU0334003224,Mirabaud - Discovery Europe A EUR Acc,190.6,3,2,,Europe Small-Cap Equity,0.0,0.03,-1.01,-0.28,8.46,25.64,18.58,48.34,7.06,10.8,8.22,0.0,1.83,0.0,0.59,,,5.58,,93452111.0,9,854.39397,3,-1.03,1.01,90.11,21.24,0.41,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000VQIN,State Street Erp Sm Cp ESG Scrn Eq P€Acc,EUR,52.8.LU1112178824,SSGA Luxembourg SICAV - State Street Europe Small Cap ESG Screened Equity Fund P EUR Acc,14.8416,3,3,,Europe Small-Cap Equity,0.0,-0.29,-0.46,1.78,13.06,29.64,24.21,46.22,10.05,8.98,11.27,0.0,1.64,0.0,0.33,,,6.08,,29857077.0,8,1737.8592800000001,4,1.0,1.03,96.25,20.58,0.53,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000000LQ3,ASSII-Eu SmlComp A Acc EUR,EUR,52.8.LU0306632414,Aberdeen Standard SICAV II-European Smaller Companies Fund A Acc EUR,44.5255,4,2,3.0,Europe Small-Cap Equity,0.0,1.19,0.57,5.49,11.66,25.05,17.95,54.41,13.79,13.58,14.2,5.0,1.91,0.0,0.08,,,6.83,,1415952956.0,6,3033.42771,3,5.19,0.96,91.69,19.72,0.73,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR05716,PineBridge Europe Small Cap Equity A1,EUR,52.8.IE0030412666,PineBridge Global Funds - Europe Small Cap Equity Fund A1,39.3094,2,3,,Europe Small-Cap Equity,0.0,0.92,-0.25,6.06,11.04,22.02,17.13,50.26,3.94,7.63,8.76,6.0,2.13,0.0,0.01,,,8.58,,43127236.0,6,1995.9953899999998,4,-5.42,1.05,94.94,21.55,0.22,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000OXUQ,BL-European Small \u0026 Mid Caps B,EUR,52.8.LU0832875438,BL-European Small \u0026 Mid Caps B,234.68,3,3,,Europe Small-Cap Equity,0.0,-0.34,0.66,4.47,13.03,18.22,13.99,37.05,11.27,11.87,,5.0,1.48,0.0,0.17,,,8.58,,231522731.0,6,3723.28155,1,4.03,0.76,81.23,16.74,0.66,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YIFV,BL-European Small \u0026 Mid Caps BM EUR,EUR,52.8.LU1484145054,BL-European Small \u0026 Mid Caps BM EUR Acc,238.91,4,3,,Europe Small-Cap Equity,0.0,-0.34,0.66,4.51,13.15,18.46,14.19,37.6,11.71,,,5.0,1.09,0.0,0.17,,,8.58,,231522731.0,6,3723.28155,1,4.44,0.76,81.23,16.74,0.68,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05Z9H,Janus HndrsnPan Eurp Smlr Coms A2 EUR,EUR,52.8.LU0201078713,Janus Henderson Pan European Smaller Companies Fund A2 EUR,21.9778,3,4,,Europe Small-Cap Equity,0.0,-0.64,-1.17,0.45,8.06,27.64,21.46,59.53,12.45,13.35,12.48,5.0,1.65,0.0,0.5,,,10.17,,108018084.0,5,2292.98886,5,2.0,1.26,96.4,25.68,0.57,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000QTTK,Janus HndrsnPan Eurp Smlr Coms H2 EUR,EUR,52.8.LU0995140356,Janus Henderson Pan European Smaller Companies Fund H2 EUR,12.1919,4,4,,Europe Small-Cap Equity,0.0,-0.64,-1.15,0.51,8.26,28.11,21.85,60.71,13.29,14.2,13.13,5.0,0.91,0.0,0.5,,,10.17,,108018084.0,5,2292.98886,5,2.74,1.26,96.4,25.7,0.59,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000Q3YK,Alken Small Cap Europe A,EUR,52.8.LU0524465548,Alken Fund - Small Cap Europe Class A,220.65,1,2,,Europe Small-Cap Equity,0.0,-0.09,-0.47,1.61,8.44,25.89,21.64,45.14,-1.59,5.78,,3.0,2.71,0.0,0.42,,,10.75,,106832695.0,5,2064.21596,4,-10.52,1.07,86.62,23.5,0.0,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000RDD,Alken Small Cap Europe R,EUR,52.8.LU0300834669,Alken Fund - Small Cap Europe Class R,240.29,2,2,,Europe Small-Cap Equity,0.0,-0.09,-0.46,1.65,8.58,26.2,21.91,45.86,-1.1,6.3,10.17,3.0,2.21,0.0,0.42,,,10.75,,106832695.0,5,2064.21596,5,-10.02,1.07,86.61,23.51,0.02,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000TFZM,BMO European Smaller Coms A Acc EUR,EUR,52.8.LU1017786655,BMO European Smaller Companies Fund A Acc EUR,17.03,2,3,,Europe Small-Cap Equity,0.0,-0.06,0.18,4.41,11.97,24.76,17.94,47.32,10.24,8.13,,5.0,2.33,0.0,0.68,,,10.75,,12444099.0,6,2115.22537,3,1.9,0.95,94.11,19.6,0.57,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000QL4P,BMO European Smaller Coms R Acc EUR,EUR,52.8.LU0976192475,BMO European Smaller Companies Fund R Acc EUR,20.0,3,3,,Europe Small-Cap Equity,0.0,-0.05,0.15,4.44,12.17,25.16,18.34,48.59,11.04,8.93,11.65,0.0,1.58,0.0,0.68,,,10.75,,12444099.0,6,2115.22537,3,2.61,0.95,94.26,19.62,0.6,1,1,1,1,1,1,2,1,2,2.0,2.0,True
F0000023H4,Lazard European Smaller Coms A Acc,GBP,52.8.GB00B10SJ927,Lazard European Smaller Companies Fund A Acc,9.02856,3,3,,Europe Small-Cap Equity,0.21781999999999999,0.27,0.48,5.33,11.9,20.54,14.76,47.2,8.45,12.82,13.45,0.0,1.07,0.0,0.2,,,14.67,,268054466.0,6,2365.48808,3,-0.09,1.03,96.06,20.64,0.48,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04DCY,Janus Henderson Hrzn PanEurpSmrComs A2€,EUR,52.8.LU0046217351,Janus Henderson Horizon Pan European Smaller Companies Fund A2 EUR,75.97,3,3,,Europe Small-Cap Equity,0.0,0.97,-0.22,4.61,8.98,29.77,22.22,66.24,12.49,14.16,12.29,5.0,1.91,0.0,0.49,,,14.83,,1212667510.0,8,1382.08481,5,1.58,1.25,95.88,25.17,0.55,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05VVH,JPM Europe Dynamic Sm Cp A perf (acc)EUR,EUR,52.8.LU0210072939,JPMorgan Funds - Europe Dynamic Small Cap Fund A (perf) (acc) - EUR,63.72,3,4,,Europe Small-Cap Equity,0.0,0.6,0.35,6.31,9.98,22.23,13.95,51.14,8.49,11.67,13.17,5.0,1.74,0.04,1.24,,,16.42,,447792970.0,6,3092.29968,4,-0.86,1.06,93.77,22.17,0.43,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR055TK,UBS (Lux) ES Small Caps Europe EUR P Acc,EUR,52.8.LU0198839143,UBS (Lux) Equity SICAV - Small Caps Europe (EUR) P-acc,522.51,3,4,,Europe Small-Cap Equity,0.0,-0.23,0.01,1.07,7.98,21.47,15.01,38.33,9.45,11.03,11.0,3.0,1.99,0.0,0.22,,,16.67,,251606990.0,6,2794.8960899999997,2,0.88,0.95,98.08,19.02,0.53,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000LL8U,UBS (Lux) ES Small Caps Europe EUR I-6.5,EUR,52.8.LU0399031052,UBS (Lux) Equity SICAV - Small Caps Europe (EUR) I-B-acc,364.33,4,4,,Europe Small-Cap Equity,0.0,-0.23,-0.11,1.23,8.5,22.63,15.97,40.98,11.55,13.15,13.12,3.0,0.1,0.0,0.22,,,16.67,,251606990.0,6,2794.8960899999997,2,2.77,0.95,98.11,19.04,0.63,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05S8O,Dimensional Europe Sm Comp B EUR,EUR,52.8.IE0032769055,Dimensional European Small Companies Fund EUR Accumulation,48.39,3,3,,Europe Small-Cap Equity,0.0,0.73,0.21,4.33,9.8,25.92,19.66,50.75,8.12,10.6,11.07,0.0,0.59,0.0,0.06,,,17.33,,146266345.0,5,1936.9394300000001,3,-1.2,1.05,98.95,20.65,0.43,1,1,1,1,1,1,2,1,2,3.0,2.0,False
