SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F0GBR04NBN,SLI European Trust,3,3,1.27199,1.7,4.54,7.49,8.35,7.15,22.95,8.07,11.35,7.5,0.86,0.04,4.67,298540283.0,3,41011.89211,4,-0.93,1.02,95.02,16.17,0.52,2,3,3.0,False,0,0,0,0,1
F0GBR04ARJ,BGF World Mining A2,4,2,0.0,-3.71,-3.81,12.76,26.98,23.11,70.35,16.74,18.59,5.2632,2.07,0.66,24.25,5653021172.0,1,20459.66702,4,11.04,1.04,80.79,23.68,0.71,3,1,3.0,False,0,0,0,0,1
F00000TPCR,RWC Enhanced Income Fund R GBP Acc,3,4,0.0,1.34,0.55,8.39,19.05,20.12,28.68,3.71,5.36,5.0,1.2,-0.11,10.67,107945057.0,1,13601.89773,1,1.84,0.84,75.02,15.62,0.26,2,1,2.0,True,0,0,1,0,0
F000002KUO,State Street EMU ESG Scrn Eq I Acc,4,4,0.0,0.32,2.7,10.77,21.2,19.62,33.89,8.88,10.97,0.0,0.6,0.59,11.42,31466320.0,1,19708.06605,4,1.59,0.99,97.31,17.86,0.49,3,3,3.0,False,0,0,1,0,0
F00000NF4R,Threadneedle (Lux) UK Eqs AG GBP Acc,2,4,0.0,0.39,-0.11,5.69,11.45,10.6,17.14,0.79,4.69,5.0,1.79,0.18,6.75,337689264.0,1,16836.32569,4,-1.65,1.19,97.76,19.43,0.08,3,3,3.0,False,0,0,1,0,0
F00000MQHY,Mirabaud Eqs Swiss Sm & Mid A CHF Acc,3,3,0.0,0.01,5.27,8.41,19.49,15.91,36.71,8.75,13.73,0.0,1.8,0.05,5.75,1001691143.0,6,4356.658579999998,4,2.34,0.99,93.16,16.13,0.65,3,3,3.0,False,0,0,0,1,0
F0GBR04F1Q,GAM Star (Lux) - European Alpha C,2,5,0.0,-0.81,0.34,1.7,0.4,-1.78,3.84,-2.27,-1.42,3.0,2.1,1.03,4.92,92379493.24,2,9914.42851,2,-2.15,0.1,7.43,8.47,-0.32,2,3,3.0,False,0,0,0,0,1
F000000I18,T. Rowe Price Eurp Eq I EUR,5,4,0.0,1.23,4.83,8.88,17.31,14.32,29.23,10.52,9.21,0.0,0.75,0.49,12.08,90142867.0,3,16885.43744,2,3.49,0.89,95.26,13.91,0.69,3,3,3.0,False,0,0,1,0,0
F00000OWPE,Wellington Strategic Eurp Eq D EUR Acc,2,2,0.0,1.46,4.17,8.43,16.02,14.53,30.08,8.23,9.39,5.0,1.69,0.28,9.5,1241443924.0,2,12951.46813,4,-5.03,1.16,90.73,15.67,0.5,2,3,3.0,False,0,0,1,0,0
F0GBR04RMZ,Baillie Gifford UK Equity Alpha B Acc,4,4,0.6127,-0.25,-3.0,2.32,4.94,1.36,11.98,6.06,12.7,0.0,0.56,-0.05,10.75,1017966000.0,6,5809.51625,3,4.95,1.03,64.47,20.72,0.38,2,3,3.0,False,1,0,0,0,0
F0000139KC,Allianz Climate Transition AT EUR,2,3,0.0,0.59,3.64,6.23,15.31,10.34,27.94,9.2,9.64,,1.85,0.04,2.33,134864882.0,2,20420.24859,3,-2.68,1.01,89.07,15.02,0.61,3,1,3.0,True,0,0,0,0,1
F0GBR06FNX,SVM UK Opportunities Instl,4,1,0.0,-0.08,0.78,10.8,24.99,21.55,43.28,6.39,9.85,1.0,0.94,0.78,15.42,183749645.0,5,2960.06927,4,5.22,1.53,88.72,26.34,0.36,2,3,3.0,False,1,0,0,0,0
F0000023H4,Lazard European Smaller Coms A Acc,3,3,0.21782,0.48,5.33,11.9,20.54,14.76,47.2,8.45,12.82,0.0,1.07,0.2,14.67,268054466.0,6,2365.48808,3,-0.09,1.03,96.06,20.64,0.48,3,3,3.0,False,0,0,0,1,0
F0000027KU,Metropole Euro SRI A,1,2,0.0,-1.01,0.69,5.41,19.19,18.85,37.83,2.72,4.99,4.0,1.8,0.36,12.92,133404699.0,1,24837.60887,5,-5.63,1.24,93.76,23.33,0.17,3,3,3.0,False,0,0,1,0,0
F0GBR04ELG,BlackRock UK A Acc,5,4,0.29847,-0.29,0.22,8.31,9.69,7.26,17.71,5.3,9.45,5.0,1.67,0.75,9.75,599461865.0,3,16546.15386,3,3.68,0.83,67.43,16.34,0.36,3,3,3.0,False,0,0,1,0,0
F00000WRFE,Quilter Inv Eurp (ex UK) Eq A (EUR) Acc,3,3,0.0,1.49,5.56,9.74,20.41,17.05,33.28,11.15,10.17,5.0,1.65,0.09,8.25,348340973.0,2,36822.31751,2,0.98,1.01,96.23,15.63,0.65,2,3,3.0,False,0,0,0,0,1
F0GBR052FV,Candriam Quant Equities Europe C Acc EUR,3,3,0.0,0.67,2.31,9.45,20.09,17.92,29.13,6.36,7.88,3.5,1.9,0.37,18.25,359865450.0,2,34482.34393,3,-1.34,0.99,98.3,15.22,0.37,2,3,3.0,False,0,0,1,0,0
F0GBR04SFU,Principal European Equity A Acc USD,5,4,0.0,0.82,2.3,12.58,20.15,15.6,43.36,11.61,12.11,5.0,1.95,0.18,18.17,41971393.0,3,32720.59171,3,3.1,0.88,91.46,14.13,0.64,2,3,3.0,False,0,0,1,0,0
F00000WNYB,Candriam Eqs L Europe S\u0026M Cp I EUR Cap,4,4,0.0,0.79,2.54,9.26,22.67,17.29,41.14,12.92,13.97,0.0,0.8,0.24,5.5,167092969.0,6,3426.77586,3,3.98,0.96,96.37,17.8,0.72,2,3,3.0,False,0,0,0,1,0
F00000LOWI,Arctic Norwegian Equities A,3,2,0.0,-0.2,2.36,1.51,15.67,8.34,32.47,7.19,10.79,0.0,1.82,0.05,10.58,223054211.0,6,3819.71233,3,-1.75,0.99,91.7,24.53,0.29,2,2,2.0,False,0,0,0,0,1
F00000OUU2,L\u0026G UK Select Equity I Acc,3,3,0.5284800000000001,-0.19,1.18,7.77,13.02,9.93,20.89,2.73,7.49,0.0,0.78,0.93,3.0,355769863.0,6,5349.54686,5,1.02,1.25,81.59,22.4,0.2,3,3,3.0,False,0,0,1,0,0
F00000MQUX,BlackRock UK Equity D Acc,5,4,1.09546,-0.02,-0.17,8.15,10.19,8.55,17.03,4.53,9.1,0.0,0.93,0.45,4.75,544032970.0,2,16873.04079,3,2.42,1.0,89.97,17.02,0.3,3,1,3.0,False,0,0,1,0,0
F00000WCT3,Invesco Euro Equity Z EUR Acc,2,3,0.0,0.43,3.89,7.43,20.8,18.13,37.7,4.8,7.95,5.0,0.94,0.59,4.5,922307768.0,1,21463.18025,5,-3.4,1.23,95.39,22.52,0.26,3,3,3.0,False,0,0,1,0,0
F0GBR04S2O,Scottish Widows Eurp Sel Gr A,3,3,0.33711,0.52,3.39,10.12,10.71,9.71,24.56,9.97,13.37,7.0,0.24,1.05,8.25,260025746.0,2,12850.65593,4,-0.06,1.12,88.64,18.66,0.55,2,2,2.0,False,0,0,0,0,1
FOGBR05K77,Dimensional UK Core Equity GBP Acc,4,3,2.21314,0.08,0.41,9.32,15.33,13.78,21.75,2.86,7.73,0.0,0.22,0.01,11.83,596283546.0,1,13021.13319,4,0.73,1.15,96.78,18.86,0.21,2,2,3.0,False,0,0,1,0,0
FOGBR05KLU,Fidelity Germany A-Acc-EUR,5,4,0.0,0.76,4.74,6.99,16.27,13.25,23.54,6.55,9.06,5.25,1.92,-0.03,10.42,927791857.0,2,29120.630910000003,1,0.01,0.93,94.97,18.53,0.37,3,3,3.0,False,0,0,0,0,1
F000014XX1,Artemis Income C Acc,4,4,3.37405,0.28,0.04,7.65,12.52,11.7,20.87,2.68,6.74,0.0,1.25,0.19,19.42,4852508869.0,1,12703.32563,2,0.59,1.05,96.22,17.33,0.2,3,1,3.0,True,0,1,0,0,0
F00000VV6S,JOHCM European Select Val EUR,2,2,0.0,1.67,5.69,7.33,23.24,17.62,37.61,4.47,5.49,5.0,1.3,1.04,12.75,809807606.0,4,5816.00965,3,-3.81,1.12,89.44,18.51,0.23,2,2,2.0,False,1,0,0,0,0
F0GBR04DDZ,Janus Henderson Hrzn Euroland A2 EUR,4,4,0.0,0.66,5.29,9.9,25.76,22.39,35.79,6.33,7.67,5.0,1.91,0.36,9.58,903432630.0,1,20668.32614,4,-1.72,1.09,94.22,19.88,0.32,3,3,3.0,False,0,0,1,0,0
F00000QL6K,JPM Europe Dynamic A (acc) USD,3,2,0.0,0.06,4.99,12.07,24.74,16.93,48.6,7.55,9.45,5.0,1.81,1.54,16.33,626966971.0,2,25012.7976,4,-1.28,1.14,95.42,18.12,0.38,3,3,3.0,False,0,0,1,0,0
F0GBR04E8X,Janus Henderson Hrzn PanEurpPtyEqs A2EUR,5,4,0.0,2.06,9.22,17.5,21.9,16.5,32.79,10.85,9.72,5.0,1.91,0.19,22.83,450859457.0,5,4906.47576,4,4.94,1.02,96.33,17.73,0.57,3,3,3.0,False,0,0,0,0,1
F0GBR06J42,TB Saracen UK Alpha B Acc,4,2,0.33051,-0.15,1.99,14.16,27.14,20.91,46.76,8.63,12.16,0.0,1.21,0.43,4.0,14297318.0,8,1135.11045,5,7.66,1.58,87.79,27.29,0.44,2,2,2.0,False,1,0,0,0,0
F000010L77,M&G (Lux) Eurp Strat Val A USD Acc,3,1,0.0,0.92,4.35,12.41,24.92,19.8,45.92,4.79,8.28,4.0,1.71,0.13,2.75,897393465.0,1,11213.64417,3,0.99,0.99,93.82,19.15,0.19,3,3,3.0,True,0,0,1,0,0
F00000OUPO,LF Majedie UK Focus X Acc,4,5,1.12663,0.03,-0.12,6.42,10.84,8.87,18.37,2.86,7.6,0.0,0.85,0.52,17.75,781539633.0,6,7639.16985,4,0.51,1.03,88.25,17.8,0.19,2,2,2.0,True,0,0,1,0,0
F00000V18M,Jupiter Global Value D USD Acc,3,2,0.0,0.75,2.19,13.36,27.28,24.54,45.44,5.81,11.23,5.0,0.95,0.1,4.67,352365107.0,4,5130.97974,3,-8.47,1.12,87.23,17.37,0.25,3,3,3.0,True,1,0,0,0,0
F000010FGB,Jupiter UK Alpha L GBP Acc,3,3,1.7695599999999998,0.0,0.46,8.86,16.62,13.66,22.62,2.53,7.42,5.0,1.6,0.13,11.5,838071281.0,1,13711.85848,5,0.62,1.27,94.06,21.23,0.19,2,2,3.0,True,0,0,1,0,0
F00000T3EY,Schroder ISF European Value A Acc USD,1,1,0.0,-0.36,2.23,8.0,25.14,20.47,54.2,1.74,6.04,5.0,1.85,0.49,5.17,273523686.0,1,10366.00863,5,-8.57,1.44,87.6,23.82,0.09,2,3,3.0,False,1,0,0,0,0
F00000P8DK,ASI European Smaller Companies I Acc,5,3,0.23365,1.43,6.09,13.93,16.35,12.46,40.54,13.88,19.17,0.0,0.87,0.04,2.92,81609849.0,6,2969.3041,2,6.63,0.87,86.07,18.88,0.79,2,3,3.0,True,0,0,0,1,0
F000002XXL,Janus Henderson Instl Hi Alp UK Eq I Acc,3,4,2.94369,0.26,0.58,8.65,10.98,11.04,12.27,1.28,5.37,0.0,0.77,0.07,1.08,12683698.0,1,17443.3513,3,-0.92,1.06,94.28,17.58,0.11,3,1,3.0,False,0,0,1,0,0
F00000IRT3,Janus Henderson Hrzn European Gr A2 EUR,3,3,0.0,1.44,4.21,8.04,19.04,15.43,29.44,6.42,7.97,5.0,1.95,0.28,11.0,48848575.0,2,22860.73116,3,-3.36,1.04,93.83,16.31,0.37,3,3,3.0,False,0,0,0,0,1
F0GBR04S8U,M\u0026G Dividend GBP A Acc,2,2,2.82768,-0.11,0.46,8.55,15.3,14.22,19.56,1.62,3.95,0.0,1.18,0.09,2.33,1035329084.0,1,11477.3092,4,-0.46,1.13,92.32,19.09,0.14,3,1,3.0,False,0,1,0,0,0
F00000P2FS,Liontrust GF Spec Sits A1 Acc €,5,4,0.0,-0.11,1.1,7.65,18.28,15.04,21.52,6.14,7.92,5.0,2.05,0.07,8.58,284722833.0,6,5257.29274,1,3.66,0.79,80.37,14.31,0.41,2,3,3.0,False,1,0,0,0,0
F00000W42B,Fidelity Global Dividend A-Acc-EUR,4,5,0.0,0.7,2.04,4.62,10.87,9.7,17.92,10.61,8.23,5.25,1.9,0.22,9.42,7625601325.0,1,56252.38186,1,3.23,0.84,93.14,10.89,0.84,3,1,3.0,False,0,1,0,0,0
F00000PMU4,Wellington Strategic Eurp Eq N EUR Acc,3,2,0.0,1.47,4.24,8.64,16.46,14.91,31.05,9.05,10.23,0.0,0.94,0.28,9.5,1241443924.0,2,12951.46813,4,-4.28,1.16,90.74,15.68,0.55,2,3,3.0,False,0,0,1,0,0
F0GBR04RQ2,L\u0026G UK 350 Index A Acc,3,3,2.03588,0.0,0.0,7.79,11.42,11.07,15.08,1.56,6.17,0.0,0.55,0.02,7.75,134225277.0,1,23520.13463,3,-0.63,1.03,97.21,16.91,0.13,3,3,3.0,False,0,0,1,0,0
F00000Z1PB,GAM Continental Euro Equity Inst GBP Acc,3,3,0.28113,0.37,2.57,8.4,10.0,9.33,30.4,9.67,12.31,0.0,0.87,0.46,4.08,567103067.0,3,27020.879160000004,3,1.06,1.01,90.91,16.39,0.62,2,3,3.0,True,0,0,0,0,1
F0GBR053MX,Liontrust Sust Fut Eurp Gr 2 Net Acc,4,5,0.42167,2.61,4.39,6.32,7.67,5.38,26.55,11.43,13.89,0.0,0.9,-0.01,20.33,462348793.0,3,12527.36144,2,3.65,0.89,89.01,14.65,0.79,2,2,3.0,False,0,0,0,0,1
F0GBR054F9,Quilter Investors UK Eq Idx A (GBP) Acc,3,3,2.16365,0.06,0.11,7.99,11.88,11.45,15.45,1.79,6.58,5.0,0.55,0.04,18.5,369919419.0,2,22093.8933,3,-0.41,1.04,96.83,17.05,0.14,2,3,3.0,False,0,0,1,0,0
F000000PDU,Nordea 1 - Nordic Equity BI EUR,3,3,0.0,1.32,6.36,10.53,27.2,22.43,51.67,16.48,13.61,0.0,1.03,0.13,7.33,238488293.0,3,14601.85615,4,0.04,1.13,92.69,16.38,0.92,3,3,3.0,False,0,0,0,0,1
F0GBR06FY9,SEI GMF Pan Eurp Sm Cp EUR Instl A Acc,2,3,0.0,-0.32,2.18,12.52,26.63,20.77,40.77,8.82,10.62,0.0,0.21,0.31,21.42,218659836.0,5,2116.19653,3,-0.3,1.01,97.72,19.94,0.47,3,3,3.0,False,0,0,0,1,0
F00000Y4H0,Brook European Focus Abs Ret I EUR Acc,3,3,0.0,-0.57,0.39,3.17,10.95,13.26,26.25,7.02,3.1,5.0,1.91,0.58,5.42,55230142.0,1,17398.76327,4,5.58,0.21,5.89,15.63,0.39,2,2,2.0,False,0,0,0,0,1
F0GBR04S4Q,JPM Europe Smaller Companies A Acc,3,4,0.0,1.25,7.23,8.55,11.71,7.24,44.61,8.94,14.07,0.0,1.59,1.33,22.75,230598056.0,6,3218.39025,4,-1.56,1.03,94.95,20.82,0.48,3,3,3.0,False,0,0,0,1,0
F00000X3SE,ASI UK Equity Enhanced Index B Acc,3,3,2.5067,0.01,0.04,8.88,13.14,12.51,17.14,1.11,6.49,0.0,0.21,0.46,5.25,466118020.0,1,19195.05668,3,-0.99,1.04,96.02,17.17,0.11,2,1,3.0,False,0,0,1,0,0
F00000JZ78,Fidelity European Div A-Acc-EUR,4,3,0.0,0.92,2.39,5.7,15.16,12.98,21.2,6.36,6.1,5.25,1.95,0.46,3.08,95619830.0,2,28537.68292,2,0.84,0.9,95.05,14.82,0.38,3,1,3.0,False,0,1,0,0,0
F0GBR04RS2,Threadneedle European Rtl Acc GBP,3,5,0.0,0.75,4.58,8.94,11.44,10.33,25.92,10.01,11.67,3.75,1.63,0.7,7.0,879426023.0,2,38215.18693,2,1.46,1.0,95.88,15.74,0.67,3,3,3.0,False,0,0,0,0,1
F00000WYDM,Sycomore Sélection Responsable A,4,4,0.0,0.76,2.0,8.56,12.6,9.83,26.32,4.42,6.99,5.0,1.5,0.33,10.42,606157604.0,2,22916.4209,2,-1.64,0.85,89.85,16.75,0.27,2,2,2.0,False,1,0,0,0,0
FOGBR05KLS,Fidelity European Smlr Coms A-Acc-EUR,3,3,0.0,0.37,5.53,10.68,27.37,21.63,56.26,10.14,12.63,5.25,1.93,-0.34,1.42,1351816866.0,5,1761.1724,4,0.52,1.07,97.35,21.6,0.51,3,3,3.0,False,0,0,0,1,0
F0GBR061LU,Schroder ISF Sust Swiss Eq A Acc CHF,1,2,0.0,1.92,8.65,10.54,17.73,13.96,26.83,5.95,8.14,5.0,1.86,0.08,15.83,32044427.0,2,29776.977280000006,4,-7.87,1.1,85.03,12.22,0.5,2,3,3.0,False,0,0,0,0,1
F00000210Z,Fidelity Fds EURO STOXX 50® Y-Acc-EUR,4,4,0.0,0.94,4.94,8.77,20.27,18.5,34.59,8.55,10.22,0.0,0.2,0.11,4.42,175388826.0,2,73479.17433,4,1.25,1.01,98.33,18.65,0.47,3,3,3.0,False,0,0,1,0,0
F0GBR04NA1,Janus Henderson UK Alpha A Acc,2,3,0.2602,0.47,1.29,12.41,20.1,14.5,28.34,2.96,8.32,5.25,1.7,0.23,12.17,391513752.0,6,3361.2163,4,0.95,1.31,88.37,22.55,0.2,3,3,3.0,False,1,0,0,0,0
F00000W9MT,State Street Europe ESG Scrn Idx EqIEUR,4,3,0.0,0.91,2.43,8.88,17.09,15.68,25.64,7.78,8.94,0.0,0.25,0.03,5.75,746752119.0,2,40654.71039,3,0.24,1.0,99.82,15.27,0.47,3,3,3.0,True,0,0,1,0,0
F00000R6QK,DNCA Euro Value Equity I/A EUR,2,2,0.0,0.79,3.33,9.81,17.67,17.53,33.37,5.2,6.13,0.0,1.21,0.08,7.58,37754918.0,2,12168.8363,5,-3.02,1.17,96.97,21.54,0.27,3,3,3.0,True,0,0,1,0,0
F00000MJPT,BlackRock UK Income D Acc,4,3,2.80968,-0.05,-0.32,7.47,9.48,8.59,14.02,3.33,6.4,0.0,0.88,0.82,11.58,473778989.0,2,21693.07512,2,1.06,0.98,94.27,16.28,0.23,3,1,3.0,True,0,1,0,0,0
F00000QS7C,Mirova Euro Sustainable Equity R/A EUR,3,5,0.0,0.41,1.39,7.66,14.18,12.59,25.8,7.8,8.92,4.0,1.85,0.06,7.58,854655902.0,2,25315.46508,2,0.92,0.95,98.61,17.32,0.45,3,3,3.0,True,0,0,1,0,0
F00000JVS5,GlobalAccess Eurp ex-UK Alpha A Acc EUR,3,3,0.29802,1.11,2.14,8.61,16.99,14.1,29.96,9.76,8.78,5.0,1.82,0.03,2.25,102130288.0,2,28493.65589,3,-0.1,1.05,98.4,16.38,0.58,2,3,2.0,False,0,0,0,0,1
F0GBR04H9M,BNPP Sustainable Europe Value Cl C,2,2,0.0,0.05,1.33,6.49,19.38,18.52,26.14,-0.39,3.74,3.0,1.97,0.16,3.58,422819304.0,1,27036.7621,4,-2.85,1.03,97.85,20.15,0.0,3,3,3.0,True,0,0,1,0,0
F00000OY37,SVS Church House UK Smaller Coms A Acc,2,2,0.16952,0.0,-1.56,7.53,14.65,10.71,24.09,2.49,8.28,0.0,1.67,0.37,0.83,12309437.0,9,1164.89201,1,-3.94,0.65,77.11,17.8,0.19,2,3,3.0,False,0,0,0,1,0
F0GBR06KPU,Schroder ISF Global Eq Yld C Acc EUR,3,2,0.0,1.19,2.42,5.62,22.3,22.84,30.21,3.65,8.43,1.0,1.05,0.25,3.17,353201286.0,1,15566.98353,5,-5.86,1.3,80.89,18.6,0.2,2,1,3.0,True,0,1,0,0,0
F0GBR06TM0,SEI GMF Eurp Ex-UK Eq EUR Instl A Inc,2,2,0.0,0.27,2.48,9.43,19.82,18.24,30.73,5.71,8.43,0.0,0.23,0.55,20.75,200911463.0,2,14838.90606,3,-4.73,1.1,97.0,17.29,0.31,3,3,3.0,False,0,0,0,0,1
F0GBR0574L,Schroder MM UK Growth A Acc,3,3,0.82939,0.77,1.2,9.69,18.26,18.16,29.32,2.38,5.74,0.0,1.92,0.19,13.67,12101027.0,4,8379.00692,4,0.44,1.18,91.92,19.9,0.18,2,3,3.0,False,0,0,1,0,0
F00000MA8K,IFSL CAF UK Equity A Acc,3,4,1.6391099999999998,0.74,1.57,8.78,14.15,11.35,23.48,2.36,6.5,0.0,1.13,0.2,0.25,105736333.0,5,6416.2432899999985,2,0.56,1.06,90.86,17.97,0.19,2,3,3.0,False,1,0,0,0,0
F00000M84R,Schroder ISF Eurp Alp Foc A Acc EUR,3,3,0.0,2.15,7.46,8.01,15.31,9.83,36.06,2.61,8.8,5.0,1.86,0.29,10.25,27033409.0,3,13043.00304,4,-5.67,1.22,80.81,20.8,0.15,2,3,3.0,False,1,0,0,0,0
F00000VGVI,UBS (Lux) ES Euro Countrs Inc€ K-1-acc,2,4,0.0,1.44,1.35,7.77,11.25,10.06,24.38,1.15,4.42,3.0,1.16,0.15,6.42,489300968.3,2,21242.89347,1,-3.64,0.77,91.81,14.34,0.07,3,1,3.0,False,0,0,1,0,0
F000000KX0,VT Munro Smart Beta UK A Acc Retail,1,1,3.89734,0.04,-0.91,5.82,11.8,12.83,12.86,-1.3,4.82,5.0,1.96,0.09,13.75,5095993.0,1,32643.15406,4,-3.52,1.12,94.32,18.69,-0.02,2,2,2.0,False,0,0,1,0,0
F00000ONHU,Janus Henderson European Focus I Acc,5,3,0.85262,1.3,5.52,10.46,14.07,13.48,31.95,11.19,13.56,0.0,0.87,0.29,11.42,210879756.0,2,27667.864060000004,3,1.85,1.03,95.0,16.09,0.69,3,1,3.0,True,0,0,0,0,1
F00000QJ1W,Schroder ISF Glbl Rcvy A Acc USD,2,2,0.0,0.1,4.08,8.37,26.72,23.54,56.55,6.71,10.06,5.0,1.85,0.58,7.67,539387782.0,1,8852.83685,4,-8.21,1.25,79.76,20.96,0.29,2,3,3.0,False,1,0,0,0,0
F00000MPUP,Janus Henderson UK Alpha C Acc,3,3,1.19739,0.39,1.38,12.69,20.76,15.0,29.82,4.12,9.55,5.0,0.56,0.13,12.17,391513752.0,6,3361.2163,3,2.09,1.31,88.44,22.59,0.25,3,3,3.0,False,1,0,0,0,0
F00000MQF9,Templeton European Div A(acc)EUR,1,1,0.0,0.65,2.83,4.65,14.16,11.99,22.33,0.14,3.04,5.75,1.85,0.59,3.5,82196012.0,2,11603.42219,4,-5.74,1.13,92.45,19.21,0.04,3,1,3.0,False,0,1,0,0,0
F00000QJXR,Nordea 1 - Norwegian Equity BC EUR,2,1,0.0,-0.28,4.17,5.95,32.56,22.95,62.89,5.74,12.57,5.0,1.24,0.12,20.83,91944562.0,5,1571.96822,4,-3.54,1.28,93.02,29.83,0.29,3,3,3.0,False,0,0,0,0,1
F00000Q8S8,ASI Europe ex UK Income Equity S Acc,2,3,2.28037,1.09,4.06,7.57,11.23,9.77,22.41,7.77,10.37,0.0,0.74,0.13,12.17,660734710.0,2,35663.42147,3,-1.37,1.02,96.38,15.96,0.5,2,1,3.0,False,0,0,0,0,1
F00000S6NF,GSF II GS Mlt-Mgr Eurp Eq I EUR Acc,3,2,0.0,1.32,4.08,8.16,18.77,16.07,33.78,6.1,8.08,0.0,0.98,0.38,11.5,357312869.0,2,26783.57793,5,-2.36,1.19,96.03,18.84,0.33,2,3,3.0,False,0,0,1,0,0
F0GBR04IMW,Franklin Mutual European A(acc)EUR,2,2,0.0,0.96,3.65,6.71,18.71,15.44,36.95,1.51,3.73,5.75,1.86,0.03,13.83,560737773.0,1,18502.29945,4,-0.82,1.07,94.66,21.41,0.11,3,3,3.0,False,0,0,1,0,0
F00000PFEI,Amundi Fds Eurp Equity Cnsv A EUR C,3,4,0.0,1.45,4.89,9.42,14.28,11.95,21.66,5.9,6.6,4.5,1.75,0.2,9.17,720341944.0,2,22525.8684,1,-0.31,0.78,94.18,12.41,0.39,3,3,3.0,False,0,0,1,0,0
F0GBR04EZC,Schroder ISF Eurp Eq Yld A1 Acc EUR,2,2,0.0,0.01,2.79,6.98,23.69,21.69,35.99,0.67,5.27,4.0,2.36,0.2,5.17,79539483.0,1,17827.415559999998,4,-5.82,1.27,89.39,21.64,0.07,2,1,3.0,True,0,1,0,0,0
F000005MUA,Comgest Growth Europe Opps EUR Acc,5,3,0.0,1.65,1.72,10.24,16.97,13.52,36.98,14.48,17.42,4.0,1.56,0.13,11.83,1570997830.0,3,15218.7206,3,7.72,0.93,72.61,17.7,0.8,2,2,3.0,False,1,0,0,0,0
F00000WMDY,Berenberg Aktien Mittelstand I A,5,2,,1.34,4.01,7.64,13.36,8.62,34.0,10.72,16.58,5.5,0.99,0.17,4.42,232391516.0,6,2336.43762,4,1.48,0.95,91.94,21.77,0.54,3,3,3.0,False,0,0,0,1,0
F0000027AJ,L\u0026G UK Special Situations I Acc,2,3,0.85046,0.41,1.67,10.35,18.65,15.82,24.09,-2.6,3.34,0.0,0.79,0.42,2.42,163908428.0,5,7868.67408,4,-4.45,1.44,90.31,24.46,-0.02,3,3,3.0,False,1,0,0,0,0
F00000VCT5,Eleva UCITS Eleva Eurp Sel A1 EUR acc,4,3,0.0,0.78,1.63,6.72,15.84,13.47,27.64,7.8,10.47,3.0,1.61,0.76,6.42,4033474006.0,2,18695.79136,4,0.14,1.05,94.26,16.7,0.45,3,2,2.0,False,0,0,1,0,0
F0GBR05Z9P,Janus HndrsnPan Eurp A2 EUR,5,3,0.0,0.37,2.12,8.27,19.08,17.42,31.45,10.09,9.61,5.0,1.62,0.44,11.42,943687305.0,2,29935.94089,3,2.38,1.0,97.26,15.6,0.6,3,3,3.0,False,0,0,1,0,0
F0GBR04P5W,Invesco UK Companies UK Acc No Trail,2,4,1.32903,0.01,1.16,11.11,14.54,13.84,15.5,-1.14,3.78,5.0,1.34,0.54,4.5,154906831.0,2,11612.71846,5,-3.01,1.24,93.8,20.76,0.02,3,3,3.0,False,0,0,1,0,0
FOGBR05KM8,Fidelity Switzerland A-Acc-CHF,2,2,0.0,1.06,7.95,10.38,17.28,14.34,28.2,10.31,11.25,5.25,1.93,0.14,3.25,260018834.0,2,19604.99492,4,-2.37,1.05,88.11,12.09,0.92,3,3,3.0,False,0,0,0,0,1
F00000Q9WV,State Street Eurozone Value Spotlight P,3,2,0.0,0.4,2.18,8.53,21.39,19.31,35.18,4.5,8.25,0.0,1.64,0.29,0.17,99579926.0,1,15948.80197,4,-3.38,1.17,94.92,21.26,0.25,3,3,3.0,False,1,0,0,0,0
F000003YAQ,BNY Mellon 50/50 Global Eq Expt 1 Acc,2,4,1.21144,0.11,0.03,6.82,9.31,9.19,21.3,9.16,10.29,0.0,0.58,0.08,5.25,116376269.0,2,38961.10586,5,-3.45,1.15,94.78,17.07,0.57,3,1,3.0,False,0,0,1,0,0
F0GBR04EM8,BMO FTSE All-Share Tracker 1 Acc,3,3,2.39995,-0.04,0.04,7.95,11.89,11.43,15.88,1.85,6.69,5.0,0.46,0.05,1.42,394413688.0,2,21932.82915,3,-0.34,1.04,97.17,17.11,0.15,2,1,2.0,False,0,0,1,0,0
F00000WGOU,New Capital Dynamic Eurp Eq EUR Inst Acc,3,4,0.0,1.46,2.7,8.7,11.96,10.61,18.97,6.36,7.96,5.0,0.98,0.24,6.5,147657858.0,3,29105.597760000004,2,0.0,0.86,93.18,14.14,0.41,2,2,2.0,False,0,0,1,0,0
